"ï..Antibiotic","Country","X..non.susceptibles","Intermediate","Nonsusceptible","tested","Pathogen","Resistant","SPECIMEN..Sample.","Susceptible"
"Cephalosporins","Thailand","24%",0,0,17,"Salmonella spp",4,"blood",13
"Fluoroquinolones","United Arab Emirates","0%",0,0,1,"Salmonella spp",0,"blood",1
"Levofloxacin","United Arab Emirates","0%",0,0,1,"Salmonella spp",0,"blood",1
"Levofloxacin","Thailand","71%",0,0,7,"Salmonella spp",5,"blood",2
"Meropenem","United Arab Emirates","100%",0,0,1,"Salmonella spp",1,"blood",0
"Meropenem","Thailand","62%",0,0,21,"Salmonella spp",13,"blood",8
"Ceftazidime","Korea","57%",1,0,14,"Salmonella spp",7,"blood",6
"Ceftazidime","Malaysia","0%",0,0,1,"Salmonella spp",0,"blood",1
"Ceftazidime","Tunisia","78%",0,0,9,"Salmonella spp",7,"blood",2
"Ciprofloxacin","Malaysia","100%",0,0,1,"Salmonella spp",1,"blood",0
"Ciprofloxacin","Tunisia","71%",1,0,7,"Salmonella spp",4,"blood",2
"Cefotaxime","Malaysia","100%",0,0,1,"Salmonella spp",1,"blood",0
"Cefotaxime","Thailand","67%",0,0,3,"Salmonella spp",2,"blood",1
"Cefotaxime","Tunisia","86%",0,0,7,"Salmonella spp",6,"blood",1
"Doripenem","Thailand","83%",0,0,18,"Salmonella spp",15,"blood",3
"Ertapenem","Malaysia","100%",0,0,1,"Salmonella spp",1,"blood",0
"Ertapenem","Thailand","58%",0,0,19,"Salmonella spp",11,"blood",8
"Ertapenem","Tunisia","17%",0,0,6,"Salmonella spp",1,"blood",5
"Imipenem","Malaysia","0%",0,0,2,"Salmonella spp",0,"blood",2
"Imipenem","Thailand","50%",0,0,22,"Salmonella spp",11,"blood",11
"Imipenem","Tunisia","86%",2,0,7,"Salmonella spp",4,"blood",1
"Cephalosporins","Thailand","63%",0,0,19,"Salmonella spp",12,"blood",7
"Fluoroquinolones","Malaysia","50%",0,0,8,"Salmonella spp",4,"blood",4
"Fluoroquinolones","Thailand","45%",1,0,22,"Salmonella spp",9,"blood",12
"Levofloxacin","Thailand","0%",0,0,5,"Salmonella spp",0,"blood",5
"Meropenem","Malaysia","0%",0,0,2,"Salmonella spp",0,"blood",2
"Meropenem","Tunisia","0%",0,0,8,"Salmonella spp",0,"blood",8
"Cefoxitin","United Arab Emirates","75%",0,0,4,"Staphylococcus aureus",3,"blood",1
"Cefoxitin","Malaysia","100%",0,0,2,"Staphylococcus aureus",2,"blood",0
"Cefoxitin","Philippines","0%",0,0,1,"Staphylococcus aureus",0,"blood",1
"Cefoxitin","South Africa","50%",0,0,2,"Staphylococcus aureus",1,"blood",1
"Oxacillin","Malaysia","100%",0,0,3,"Staphylococcus aureus",3,"blood",0
"Oxacillin","Philippines","100%",0,0,1,"Staphylococcus aureus",1,"blood",0
"Oxacillin","South Africa","50%",0,0,2,"Staphylococcus aureus",1,"blood",1
"Cefoxitin","United Arab Emirates","0%",0,0,11,"Staphylococcus aureus",0,"blood",11
"Cefoxitin","Thailand","0%",0,0,1,"Staphylococcus aureus",0,"blood",1
"Cefoxitin","South Africa","75%",0,0,4,"Staphylococcus aureus",3,"blood",1
"Cefoxitin","Korea","59%",7,0,898,"Staphylococcus aureus",527,"blood",364
"Cefoxitin","Philippines","0%",0,0,4,"Staphylococcus aureus",0,"blood",4
"Cefoxitin","Tunisia","35%",0,0,17,"Staphylococcus aureus",6,"blood",11
"Oxacillin","United Arab Emirates","0%",0,0,72,"Staphylococcus aureus",0,"blood",72
"Oxacillin","Philippines","0%",0,0,900,"Staphylococcus aureus",0,"blood",900
"Oxacillin","South Africa","33%",0,0,3,"Staphylococcus aureus",1,"blood",2
"Cefoxitin","United Arab Emirates","78%",1,0,49,"Staphylococcus aureus",37,"blood",11
"Cefoxitin","Korea","26%",1,0,526,"Staphylococcus aureus",135,"blood",390
"Cefoxitin","Thailand","25%",0,0,4,"Staphylococcus aureus",1,"blood",3
"Cefoxitin","South Africa","0%",0,0,3,"Staphylococcus aureus",0,"blood",3
"Oxacillin","South Africa","100%",1,0,3,"Staphylococcus aureus",2,"blood",0
"Cefoxitin","Korea","20%",2,0,15,"Staphylococcus aureus",1,"blood",12
"Cefoxitin","Philippines","7%",17,0,787,"Staphylococcus aureus",42,"blood",728
"Cefoxitin","Thailand","0%",0,0,3,"Staphylococcus aureus",0,"blood",3
"Oxacillin","Philippines","5%",16,0,3046,"Staphylococcus aureus",148,"blood",2882
"Oxacillin","South Africa","100%",0,0,1,"Staphylococcus aureus",1,"blood",0
"Cefoxitin","Thailand","100%",0,0,2,"Staphylococcus aureus",2,"blood",0
"Cefoxitin","Korea","10%",2,0,61,"Staphylococcus aureus",4,"blood",55
"Cefoxitin","Thailand","0%",0,0,2,"Staphylococcus aureus",0,"blood",2
"Cefoxitin","Thailand","38%",0,0,8,"Staphylococcus aureus",3,"blood",5
"Oxacillin","South Africa","100%",0,0,7,"Staphylococcus aureus",7,"blood",0
"Cefoxitin","Thailand","100%",0,0,1,"Staphylococcus aureus",1,"blood",0
"Cefoxitin","Tunisia","25%",0,0,4,"Staphylococcus aureus",1,"blood",3
"Oxacillin","United Arab Emirates","60%",0,0,5,"Staphylococcus aureus",3,"blood",2
"Oxacillin","South Africa","80%",0,0,10,"Staphylococcus aureus",8,"blood",2
"Cefoxitin","Korea","0%",0,0,4,"Staphylococcus aureus",0,"blood",4
"Cefoxitin","United Arab Emirates","100%",0,0,1,"Staphylococcus aureus",1,"blood",0
"Cefoxitin","South Africa","100%",0,0,4,"Staphylococcus aureus",4,"blood",0
"Oxacillin","United Arab Emirates","100%",0,0,1,"Staphylococcus aureus",1,"blood",0
"Cefoxitin","Korea","67%",0,0,15,"Staphylococcus aureus",10,"blood",5
"Cefoxitin","Malaysia","0%",0,0,2,"Staphylococcus aureus",0,"blood",2
"Cefoxitin","Tunisia","67%",0,0,9,"Staphylococcus aureus",6,"blood",3
"Oxacillin","Malaysia","100%",0,0,2,"Staphylococcus aureus",2,"blood",0
"Ceftriaxone","Korea","1%",0,0,110,"Streptococcus pneumoniae",1,"blood",109
"Ceftriaxone","Malaysia","0%",0,0,6,"Streptococcus pneumoniae",0,"blood",6
"Ceftriaxone","Thailand","32%",0,0,22,"Streptococcus pneumoniae",7,"blood",15
"Cefotaxime","United Arab Emirates","75%",0,0,4,"Streptococcus pneumoniae",3,"blood",1
"Cefotaxime","Korea","3%",2,0,116,"Streptococcus pneumoniae",1,"blood",113
"Cefotaxime","Malaysia","0%",0,0,6,"Streptococcus pneumoniae",0,"blood",6
"Cephalosporins","United Arab Emirates","80%",0,0,5,"Streptococcus pneumoniae",4,"blood",1
"Cephalosporins","Malaysia","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Cephalosporins","Philippines","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Cephalosporins","Thailand","100%",0,0,1,"Streptococcus pneumoniae",1,"blood",0
"Cephalosporins","South Africa","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Trimethoprim-sulfa","Korea","44%",0,0,9,"Streptococcus pneumoniae",4,"blood",5
"Oxacillin","Malaysia","100%",0,0,3,"Streptococcus pneumoniae",3,"blood",0
"Oxacillin","Thailand","67%",0,0,3,"Streptococcus pneumoniae",2,"blood",1
"Penicillin G","United Arab Emirates","0%",0,0,4,"Streptococcus pneumoniae",0,"blood",4
"Penicillin G","Malaysia","100%",0,0,3,"Streptococcus pneumoniae",3,"blood",0
"Co-trimoxazole","Malaysia","100%",0,0,4,"Streptococcus pneumoniae",4,"blood",0
"Co-trimoxazole","South Africa","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Ceftriaxone","United Arab Emirates","82%",0,0,38,"Streptococcus pneumoniae",31,"blood",7
"Ceftriaxone","Korea","20%",0,0,5,"Streptococcus pneumoniae",1,"blood",4
"Ceftriaxone","Thailand","50%",0,0,2,"Streptococcus pneumoniae",1,"blood",1
"Cefotaxime","Korea","19%",1,0,166,"Streptococcus pneumoniae",30,"blood",135
"Cefotaxime","Thailand","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Cephalosporins","United Arab Emirates","100%",0,0,2,"Streptococcus pneumoniae",2,"blood",0
"Trimethoprim-sulfa","Korea","10%",4,0,71,"Streptococcus pneumoniae",3,"blood",64
"Oxacillin","United Arab Emirates","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Oxacillin","Korea","19%",1,0,168,"Streptococcus pneumoniae",31,"blood",136
"Oxacillin","Thailand","50%",0,0,6,"Streptococcus pneumoniae",3,"blood",3
"Penicillin G","United Arab Emirates","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Penicillin G","Korea","11%",2,0,74,"Streptococcus pneumoniae",6,"blood",66
"Penicillin G","Thailand","64%",1,0,11,"Streptococcus pneumoniae",6,"blood",4
"Co-trimoxazole","United Arab Emirates","40%",0,0,5,"Streptococcus pneumoniae",2,"blood",3
"Co-trimoxazole","South Africa","25%",0,0,4,"Streptococcus pneumoniae",1,"blood",3
"Ceftriaxone","United Arab Emirates","100%",0,0,4,"Streptococcus pneumoniae",4,"blood",0
"Ceftriaxone","Korea","6%",0,0,48,"Streptococcus pneumoniae",3,"blood",45
"Cefotaxime","United Arab Emirates","0%",0,0,4,"Streptococcus pneumoniae",0,"blood",4
"Cephalosporins","United Arab Emirates","0%",0,0,6,"Streptococcus pneumoniae",0,"blood",6
"Cephalosporins","Philippines","4%",0,0,1390,"Streptococcus pneumoniae",56,"blood",1334
"Cephalosporins","Thailand","33%",3,0,30,"Streptococcus pneumoniae",7,"blood",20
"Oxacillin","United Arab Emirates","0%",0,0,17,"Streptococcus pneumoniae",0,"blood",17
"Oxacillin","Korea","11%",37,0,688,"Streptococcus pneumoniae",37,"blood",614
"Oxacillin","Thailand","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Penicillin G","United Arab Emirates","62%",1,0,87,"Streptococcus pneumoniae",53,"blood",33
"Penicillin G","Philippines","5%",0,0,439,"Streptococcus pneumoniae",22,"blood",417
"Penicillin G","South Africa","100%",0,0,2,"Streptococcus pneumoniae",2,"blood",0
"Co-trimoxazole","United Arab Emirates","5%",0,0,22,"Streptococcus pneumoniae",1,"blood",21
"Co-trimoxazole","Philippines","0%",0,0,439,"Streptococcus pneumoniae",2,"blood",437
"Co-trimoxazole","Thailand","7%",1,0,14,"Streptococcus pneumoniae",0,"blood",13
"Co-trimoxazole","South Africa","33%",0,0,3,"Streptococcus pneumoniae",1,"blood",2
"Ceftriaxone","United Arab Emirates","59%",3,0,51,"Streptococcus pneumoniae",27,"blood",21
"Cephalosporins","South Africa","50%",0,0,2,"Streptococcus pneumoniae",1,"blood",1
"Trimethoprim-sulfa","Korea","80%",0,0,10,"Streptococcus pneumoniae",8,"blood",2
"Oxacillin","United Arab Emirates","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Oxacillin","Thailand","56%",0,0,18,"Streptococcus pneumoniae",10,"blood",8
"Penicillin G","United Arab Emirates","100%",0,0,3,"Streptococcus pneumoniae",3,"blood",0
"Penicillin G","Thailand","17%",0,0,6,"Streptococcus pneumoniae",1,"blood",5
"Penicillin G","South Africa","50%",0,0,2,"Streptococcus pneumoniae",1,"blood",1
"Co-trimoxazole","South Africa","100%",1,0,3,"Streptococcus pneumoniae",2,"blood",0
"Ceftriaxone","Korea","0%",0,0,6,"Streptococcus pneumoniae",0,"blood",6
"Ceftriaxone","Thailand","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Cefotaxime","Korea","0%",0,0,4,"Streptococcus pneumoniae",0,"blood",4
"Cefotaxime","Thailand","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Cephalosporins","Thailand","0%",0,0,7,"Streptococcus pneumoniae",0,"blood",7
"Trimethoprim-sulfa","Korea","56%",1,0,16,"Streptococcus pneumoniae",8,"blood",7
"Oxacillin","Korea","0%",0,0,6,"Streptococcus pneumoniae",0,"blood",6
"Penicillin G","Korea","44%",0,0,16,"Streptococcus pneumoniae",7,"blood",9
"Penicillin G","Philippines","4%",4,0,331,"Streptococcus pneumoniae",8,"blood",319
"Penicillin G","South Africa","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Ceftriaxone","Korea","0%",0,0,11,"Streptococcus pneumoniae",0,"blood",11
"Ceftriaxone","Thailand","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Cefotaxime","Korea","80%",3,0,189,"Streptococcus pneumoniae",149,"blood",37
"Cefotaxime","Thailand","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Trimethoprim-sulfa","Korea","29%",15,0,132,"Streptococcus pneumoniae",23,"blood",94
"Oxacillin","Korea","33%",0,0,83,"Streptococcus pneumoniae",27,"blood",56
"Oxacillin","Thailand","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Penicillin G","Korea","1%",2,0,186,"Streptococcus pneumoniae",0,"blood",184
"Penicillin G","Thailand","50%",0,0,2,"Streptococcus pneumoniae",1,"blood",1
"Co-trimoxazole","Thailand","100%",0,0,1,"Streptococcus pneumoniae",1,"blood",0
"Ceftriaxone","Korea","50%",0,0,121,"Streptococcus pneumoniae",61,"blood",60
"Cefotaxime","Korea","57%",0,0,123,"Streptococcus pneumoniae",70,"blood",53
"Cephalosporins","Thailand","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Cephalosporins","South Africa","33%",0,0,3,"Streptococcus pneumoniae",1,"blood",2
"Oxacillin","Thailand","50%",0,0,8,"Streptococcus pneumoniae",4,"blood",4
"Penicillin G","Thailand","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Cefotaxime","Korea","22%",0,0,9,"Streptococcus pneumoniae",2,"blood",7
"Oxacillin","Thailand","33%",0,0,6,"Streptococcus pneumoniae",2,"blood",4
"Penicillin G","Thailand","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Penicillin G","South Africa","78%",1,0,9,"Streptococcus pneumoniae",6,"blood",2
"Co-trimoxazole","Thailand","83%",0,0,6,"Streptococcus pneumoniae",5,"blood",1
"Co-trimoxazole","South Africa","50%",0,0,4,"Streptococcus pneumoniae",2,"blood",2
"Ceftriaxone","Thailand","50%",0,0,14,"Streptococcus pneumoniae",7,"blood",7
"Cephalosporins","Thailand","31%",0,0,13,"Streptococcus pneumoniae",4,"blood",9
"Penicillin G","Thailand","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Penicillin G","South Africa","50%",0,0,4,"Streptococcus pneumoniae",2,"blood",2
"Ceftriaxone","United Arab Emirates","60%",0,0,5,"Streptococcus pneumoniae",3,"blood",2
"Ceftriaxone","Korea","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Cefotaxime","United Arab Emirates","17%",0,0,12,"Streptococcus pneumoniae",2,"blood",10
"Cephalosporins","United Arab Emirates","64%",4,0,39,"Streptococcus pneumoniae",21,"blood",14
"Trimethoprim-sulfa","Korea","50%",1,0,2,"Streptococcus pneumoniae",0,"blood",1
"Oxacillin","United Arab Emirates","5%",1,0,38,"Streptococcus pneumoniae",1,"blood",36
"Oxacillin","Thailand","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Penicillin G","United Arab Emirates","20%",0,0,15,"Streptococcus pneumoniae",3,"blood",12
"Penicillin G","Korea","50%",1,0,2,"Streptococcus pneumoniae",0,"blood",1
"Co-trimoxazole","United Arab Emirates","4%",1,0,46,"Streptococcus pneumoniae",1,"blood",44
"Ceftriaxone","United Arab Emirates","0%",0,0,3,"Streptococcus pneumoniae",0,"blood",3
"Cefotaxime","United Arab Emirates","33%",0,0,3,"Streptococcus pneumoniae",1,"blood",2
"Cephalosporins","United Arab Emirates","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Oxacillin","United Arab Emirates","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Oxacillin","Korea","67%",2,0,92,"Streptococcus pneumoniae",60,"blood",30
"Penicillin G","United Arab Emirates","100%",0,0,1,"Streptococcus pneumoniae",1,"blood",0
"Penicillin G","Korea","25%",0,0,93,"Streptococcus pneumoniae",23,"blood",70
"Penicillin G","South Africa","25%",0,0,4,"Streptococcus pneumoniae",1,"blood",3
"Ceftriaxone","Korea","33%",0,0,86,"Streptococcus pneumoniae",28,"blood",58
"Cefotaxime","Malaysia","0%",0,0,1,"Streptococcus pneumoniae",0,"blood",1
"Cefotaxime","Tunisia","0%",0,0,8,"Streptococcus pneumoniae",0,"blood",8
"Cephalosporins","Malaysia","43%",0,0,7,"Streptococcus pneumoniae",3,"blood",4
"Cephalosporins","South Africa","50%",1,0,2,"Streptococcus pneumoniae",0,"blood",1
"Trimethoprim-sulfa","Korea","7%",0,0,14,"Streptococcus pneumoniae",1,"blood",13
"Oxacillin","Malaysia","0%",0,0,9,"Streptococcus pneumoniae",0,"blood",9
"Penicillin G","Korea","22%",2,0,249,"Streptococcus pneumoniae",52,"blood",195
"Penicillin G","Malaysia","0%",0,0,2,"Streptococcus pneumoniae",0,"blood",2
"Penicillin G","Tunisia","17%",0,0,6,"Streptococcus pneumoniae",1,"blood",5
"Penicillin G","South Africa","50%",0,0,2,"Streptococcus pneumoniae",1,"blood",1
"Co-trimoxazole","Malaysia","63%",2,0,8,"Streptococcus pneumoniae",3,"blood",3
"Amikacin","Korea","4%",0,0,23,"Acinetobacter spp.",1,"blood",22
"Colistin","Korea","15%",10,0,585,"Acinetobacter spp.",75,"blood",500
"Imipenem","Korea","13%",11,0,474,"Acinetobacter spp.",52,"blood",411
"Meropenem","Korea","3%",2,0,203,"Acinetobacter spp.",4,"blood",197
"Minocycline","Korea","1%",1,0,555,"Acinetobacter spp.",4,"blood",550
"Tigecycline","Korea","18%",2,0,199,"Acinetobacter spp.",33,"blood",164
"Gentamicin","Korea","46%",5,0,352,"Acinetobacter spp.",157,"blood",190
"Imipenem","Korea","42%",0,0,97,"Acinetobacter spp.",41,"blood",56
"Minocycline","Korea","0%",0,0,2,"Acinetobacter spp.",0,"blood",2
"Tigecycline","Korea","100%",0,0,1,"Acinetobacter spp.",1,"blood",0
"Amikacin","Korea","46%",1,0,334,"Acinetobacter spp.",154,"blood",179
"Gentamicin","Korea","22%",2,0,175,"Acinetobacter spp.",37,"blood",136
"Imipenem","Korea","29%",0,0,14,"Acinetobacter spp.",4,"blood",10
"Meropenem","Korea","27%",2,0,177,"Acinetobacter spp.",45,"blood",130
"Minocycline","Korea","25%",7,0,244,"Acinetobacter spp.",54,"blood",183
"Tigecycline","Korea","35%",2,0,40,"Acinetobacter spp.",12,"blood",26
"Amikacin","Korea","36%",0,0,55,"Acinetobacter spp.",20,"blood",35
"Colistin","Korea","31%",0,0,55,"Acinetobacter spp.",17,"blood",38
"Meropenem","Korea","19%",0,0,21,"Acinetobacter spp.",4,"blood",17
"Minocycline","Korea","0%",0,0,2,"Acinetobacter spp.",0,"blood",2
"Tigecycline","Korea","0%",0,0,17,"Acinetobacter spp.",0,"blood",17
"Colistin","Korea","29%",1,0,34,"Acinetobacter spp.",9,"blood",24
"Gentamicin","Korea","0%",0,0,3,"Acinetobacter spp.",0,"blood",3
"Imipenem","Korea","0%",0,0,2,"Acinetobacter spp.",0,"blood",2
"Minocycline","Korea","0%",0,0,2,"Acinetobacter spp.",0,"blood",2
"Tigecycline","Korea","0%",0,0,3,"Acinetobacter spp.",0,"blood",3
"Amikacin","Korea","23%",0,0,26,"Acinetobacter spp.",6,"blood",20
"Gentamicin","Korea","13%",0,0,8,"Acinetobacter spp.",1,"blood",7
"Imipenem","Korea","0%",0,0,21,"Acinetobacter spp.",0,"blood",21
"Meropenem","Korea","25%",1,0,8,"Acinetobacter spp.",1,"blood",6
"Tigecycline","Korea","14%",0,0,7,"Acinetobacter spp.",1,"blood",6
"Amikacin","Korea","8%",1,0,24,"Acinetobacter spp.",1,"blood",22
"Colistin","Korea","19%",0,0,144,"Acinetobacter spp.",28,"blood",116
"Imipenem","Korea","0%",0,0,144,"Acinetobacter spp.",0,"blood",144
"Meropenem","Korea","7%",3,0,97,"Acinetobacter spp.",4,"blood",90
"Minocycline","Korea","39%",2,0,105,"Acinetobacter spp.",39,"blood",64
"Tigecycline","Korea","5%",2,0,162,"Acinetobacter spp.",6,"blood",154
"Colistin","Korea","18%",1,0,11,"Acinetobacter spp.",1,"blood",9
"Imipenem","Korea","30%",0,0,79,"Acinetobacter spp.",24,"blood",55
"Minocycline","Korea","31%",0,0,87,"Acinetobacter spp.",27,"blood",60
"Tigecycline","Korea","9%",1,0,44,"Acinetobacter spp.",3,"blood",40
"Gentamicin","Korea","62%",1,0,125,"Acinetobacter spp.",77,"blood",47
"Imipenem","Korea","26%",13,0,160,"Acinetobacter spp.",28,"blood",119
"Tigecycline","Korea","3%",0,0,77,"Acinetobacter spp.",2,"blood",75
"Amikacin","Korea","59%",0,0,17,"Acinetobacter spp.",10,"blood",7
"Gentamicin","Korea","0%",0,0,16,"Acinetobacter spp.",0,"blood",16
"Imipenem","Korea","0%",0,0,4,"Acinetobacter spp.",0,"blood",4
"Meropenem","Korea","58%",1,0,24,"Acinetobacter spp.",13,"blood",10
"Minocycline","Korea","11%",0,0,28,"Acinetobacter spp.",3,"blood",25
"Amikacin","Korea","34%",1,0,83,"Acinetobacter spp.",27,"blood",55
"Colistin","Korea","100%",0,0,1,"Acinetobacter spp.",1,"blood",0
"Minocycline","Korea","0%",0,0,143,"Acinetobacter spp.",0,"blood",143
"Tigecycline","Korea","30%",0,0,27,"Acinetobacter spp.",8,"blood",19
"Amikacin","Korea","15%",1,0,73,"Acinetobacter spp.",10,"blood",62
"Colistin","Korea","19%",1,0,70,"Acinetobacter spp.",12,"blood",57
"Gentamicin","Korea","11%",1,0,9,"Acinetobacter spp.",0,"blood",8
"Imipenem","Korea","20%",1,0,71,"Acinetobacter spp.",13,"blood",57
"Meropenem","Korea","13%",3,0,67,"Acinetobacter spp.",6,"blood",58
"Minocycline","Korea","14%",1,0,7,"Acinetobacter spp.",0,"blood",6
"Ampicillin","Korea","14%",0,0,113,"Escherichia coli",16,"blood",97
"Ceftazidime","Korea","8%",0,0,26,"Escherichia coli",2,"blood",24
"Ciprofloxacin","Korea","28%",1,0,116,"Escherichia coli",32,"blood",83
"Colistin","Korea","11%",1,0,202,"Escherichia coli",21,"blood",180
"Ertapenem","Korea","17%",4,0,575,"Escherichia coli",92,"blood",479
"Trimethoprim-sulfa","Korea","17%",6,0,587,"Escherichia coli",94,"blood",487
"Meropenem","Korea","18%",5,0,582,"Escherichia coli",97,"blood",480
"Colistin","Korea","27%",19,0,292,"Escherichia coli",59,"blood",214
"Cefotaxime","Korea","8%",4,0,101,"Escherichia coli",4,"blood",93
"Ertapenem","Korea","12%",2,0,103,"Escherichia coli",10,"blood",91
"Cefepime","Korea","35%",8,0,97,"Escherichia coli",26,"blood",63
"Trimethoprim-sulfa","Korea","0%",0,0,2,"Escherichia coli",0,"blood",2
"Ampicillin","Korea","46%",1,0,85,"Escherichia coli",38,"blood",46
"Ceftazidime","Korea","70%",7,0,162,"Escherichia coli",106,"blood",49
"Ciprofloxacin","Korea","36%",4,0,175,"Escherichia coli",59,"blood",112
"Cefotaxime","Korea","29%",0,0,14,"Escherichia coli",4,"blood",10
"Imipenem","Korea","0%",0,0,174,"Escherichia coli",0,"blood",174
"Trimethoprim-sulfa","Korea","21%",2,0,14,"Escherichia coli",1,"blood",11
"Meropenem","Korea","14%",0,0,14,"Escherichia coli",2,"blood",12
"Ampicillin","Korea","46%",0,0,13,"Escherichia coli",6,"blood",7
"Ceftazidime","Korea","2%",0,0,53,"Escherichia coli",1,"blood",52
"Ciprofloxacin","Korea","42%",2,0,12,"Escherichia coli",3,"blood",7
"Colistin","Korea","46%",0,0,13,"Escherichia coli",6,"blood",7
"Cefotaxime","Korea","100%",0,0,2,"Escherichia coli",2,"blood",0
"Imipenem","Korea","0%",0,0,16,"Escherichia coli",0,"blood",16
"Meropenem","Korea","100%",0,0,2,"Escherichia coli",2,"blood",0
"Ceftazidime","Korea","0%",0,0,31,"Escherichia coli",0,"blood",31
"Colistin","Korea","29%",0,0,7,"Escherichia coli",2,"blood",5
"Cefotaxime","Korea","26%",0,0,34,"Escherichia coli",9,"blood",25
"Ertapenem","Korea","55%",1,0,29,"Escherichia coli",15,"blood",13
