"Species","syndrome","Country","Year","variable","n","rate_r","Prop_Syn","Dataset"
"Haemophilus influenzae","sep","Spain",2017,"Carbapenems",5,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Spain",2017,"Aminopenicillins",5,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Aminopenicillins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Russia",2017,"Cefuroxime",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Italy",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Panama",2017,"Macrolides",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Amoxicillin",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Co-amoxiclav",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Canada",2017,"Cephalosporins",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Ceftriaxone",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Meropenem",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Israel",2017,"Fluoroquinolones",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Thailand",2017,"Aminopenicillins",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Latvia",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Aminoglycosides",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Latvia",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Meropenem",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Amoxicillin",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Meropenem",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Canada",2017,"Amoxicillin",6,0.166666666666667,0.04,"ATLAS"
"Haemophilus influenzae","sep","United Kingdom",2017,"Meropenem",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Israel",2017,"Levofloxacin",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Ceftriaxone",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Fluoroquinolones",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Carbapenems",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Israel",2017,"Carbapenems",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Spain",2017,"Amoxicillin",5,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Aminopenicillins",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Latvia",2017,"Cefuroxime",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Cefuroxime",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Serbia",2017,"Fluoroquinolones",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Thailand",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Portugal",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Levofloxacin",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Aminoglycosides",4,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Levofloxacin",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","United Kingdom",2017,"Amoxicillin",6,0.166666666666667,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Aminoglycosides",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Aminopenicillins",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Cephalosporins",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Aminoglycosides",2,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Fluoroquinolones",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Ceftriaxone",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Fluoroquinolones",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Co-amoxiclav",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Levofloxacin",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Cephalosporins",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Co-amoxiclav",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Jordan",2017,"Co-amoxiclav",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Switzerland",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Carbapenems",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Amoxicillin",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Carbapenems",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","United Kingdom",2017,"Co-amoxiclav",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Serbia",2017,"Aminopenicillins",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Croatia",2017,"Amoxicillin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Carbapenems",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Aminopenicillins",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Ceftriaxone",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Fluoroquinolones",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","United Kingdom",2017,"Fluoroquinolones",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Ceftriaxone",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Serbia",2017,"Aminoglycosides",3,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Fluoroquinolones",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Canada",2017,"Carbapenems",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Meropenem",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Levofloxacin",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Fluoroquinolones",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Co-amoxiclav",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Fluoroquinolones",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Cefuroxime",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Amoxicillin",6,0.5,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Aminopenicillins",6,0.5,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Meropenem",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Amoxicillin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Croatia",2017,"Fluoroquinolones",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Aminopenicillins",2,0.5,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Aminoglycosides",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Croatia",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Israel",2017,"Co-amoxiclav",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Serbia",2017,"Cefuroxime",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Aminopenicillins",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Aminoglycosides",2,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Germany",2017,"Meropenem",4,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Latvia",2017,"Aminopenicillins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Thailand",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Aminopenicillins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Ceftriaxone",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Cephalosporins",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Aminoglycosides",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Co-amoxiclav",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","France",2017,"Carbapenems",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Fluoroquinolones",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Levofloxacin",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Aminopenicillins",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Co-amoxiclav",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Serbia",2017,"Amoxicillin",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Ceftriaxone",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Cefuroxime",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Croatia",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Macrolides",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","United Kingdom",2017,"Cephalosporins",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Fluoroquinolones",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Meropenem",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Ceftriaxone",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Cephalosporins",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Cephalosporins",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Ceftriaxone",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Cephalosporins",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Meropenem",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Carbapenems",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Aminopenicillins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Carbapenems",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Meropenem",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Netherlands",2017,"Aminoglycosides",1,1,0.04,"ATLAS"
"Haemophilus influenzae","sep","Czech Republic",2017,"Co-amoxiclav",3,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Cefuroxime",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Amoxicillin",2,0.5,0.04,"ATLAS"
"Haemophilus influenzae","sep","Mexico",2017,"Cefuroxime",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Cephalosporins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Azithromycin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Kuwait",2017,"Cefuroxime",2,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Venezuela",2017,"Cefuroxime",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Israel",2017,"Ceftriaxone",6,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Co-amoxiclav",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Fluoroquinolones",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Amoxicillin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Croatia",2017,"Cefuroxime",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Belgium",2017,"Meropenem",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Panama",2017,"Cefuroxime",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Aminopenicillins",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Argentina",2017,"Amoxicillin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Panama",2017,"Amoxicillin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","sep","Brazil",2017,"Levofloxacin",1,0,0.04,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Fluoroquinolones",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Cephalosporins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Cephalosporins",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Aminopenicillins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Cefuroxime",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Cephalosporins",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Carbapenems",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Fluoroquinolones",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Levofloxacin",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Cephalosporins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Levofloxacin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Fluoroquinolones",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Carbapenems",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Fluoroquinolones",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Meropenem",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Cefuroxime",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Ceftriaxone",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Carbapenems",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Carbapenems",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Ceftriaxone",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Cefuroxime",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Fluoroquinolones",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Carbapenems",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Cephalosporins",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Ceftriaxone",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Amoxicillin",2,0.5,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Co-amoxiclav",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Cephalosporins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Levofloxacin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Meropenem",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Ceftriaxone",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Aminopenicillins",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Carbapenems",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Carbapenems",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Ceftriaxone",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Ceftriaxone",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Aminopenicillins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Cefuroxime",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Cefuroxime",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Aminopenicillins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Co-amoxiclav",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Co-amoxiclav",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Cefuroxime",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Amoxicillin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Levofloxacin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Meropenem",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Aminopenicillins",2,0.5,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Amoxicillin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Co-amoxiclav",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Co-amoxiclav",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Fluoroquinolones",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Fluoroquinolones",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Levofloxacin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Australia",2017,"Cephalosporins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Aminopenicillins",1,1,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Cephalosporins",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Cefuroxime",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Aminoglycosides",1,1,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Ceftriaxone",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Co-amoxiclav",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Fluoroquinolones",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Levofloxacin",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Amoxicillin",6,0.333333333333333,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Meropenem",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Levofloxacin",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Co-amoxiclav",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Carbapenems",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Ceftriaxone",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Meropenem",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Ceftriaxone",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Amoxicillin",1,1,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Levofloxacin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Aminopenicillins",3,0.333333333333333,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Cephalosporins",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Amoxicillin",3,0.333333333333333,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Aminopenicillins",1,1,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Meropenem",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Hungary",2017,"Amoxicillin",1,1,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Cefuroxime",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Chile",2017,"Meropenem",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Aminopenicillins",6,0.333333333333333,0.07,"ATLAS"
"Haemophilus influenzae","skin","Spain",2017,"Co-amoxiclav",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Meropenem",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Carbapenems",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Fluoroquinolones",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Meropenem",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Kuwait",2017,"Cefuroxime",6,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Turkey",2017,"Amoxicillin",2,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","France",2017,"Co-amoxiclav",3,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Venezuela",2017,"Amoxicillin",1,0,0.07,"ATLAS"
"Haemophilus influenzae","skin","Thailand",2017,"Levofloxacin",2,0,0.07,"ATLAS"
"Haemophilus influenzae","urti","Poland",2017,"Aminopenicillins",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Belgium",2017,"Fluoroquinolones",3,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Germany",2017,"Cephalosporins",36,0.0555555555555556,0.1,"ATLAS"
"Haemophilus influenzae","urti","Spain",2017,"Fluoroquinolones",11,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Pakistan",2017,"Co-amoxiclav",2,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Belgium",2017,"Carbapenems",3,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Pakistan",2017,"Meropenem",2,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Italy",2017,"Amoxicillin",4,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Germany",2017,"Levofloxacin",36,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Thailand",2017,"Aminopenicillins",3,0.666666666666667,0.1,"ATLAS"
"Haemophilus influenzae","urti","Germany",2017,"Cefuroxime",36,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Spain",2017,"Cephalosporins",11,0.0909090909090909,0.1,"ATLAS"
"Haemophilus influenzae","urti","Poland",2017,"Aminoglycosides",1,1,0.1,"ATLAS"
"Haemophilus influenzae","urti","Poland",2017,"Carbapenems",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Jordan",2017,"Cephalosporins",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Belgium",2017,"Cephalosporins",3,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Poland",2017,"Fluoroquinolones",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Spain",2017,"Carbapenems",11,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Italy",2017,"Cefuroxime",4,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Jordan",2017,"Carbapenems",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Germany",2017,"Fluoroquinolones",36,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Italy",2017,"Aminopenicillins",4,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","United Kingdom",2017,"Levofloxacin",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","United States",2017,"Cephalosporins",4,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Poland",2017,"Ceftriaxone",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Taiwan",2017,"Carbapenems",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Thailand",2017,"Cefuroxime",3,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Jordan",2017,"Ceftriaxone",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Thailand",2017,"Aminoglycosides",3,1,0.1,"ATLAS"
"Haemophilus influenzae","urti","Pakistan",2017,"Ceftriaxone",2,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Czech Republic",2017,"Cephalosporins",13,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Croatia",2017,"Aminopenicillins",7,0.285714285714286,0.1,"ATLAS"
"Haemophilus influenzae","urti","Belgium",2017,"Aminopenicillins",3,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Canada",2017,"Carbapenems",2,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Jordan",2017,"Levofloxacin",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Italy",2017,"Carbapenems",4,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Poland",2017,"Meropenem",1,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Italy",2017,"Meropenem",4,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Belgium",2017,"Levofloxacin",3,0,0.1,"ATLAS"
"Haemophilus influenzae","urti","Czech Republic",2017,"Aminoglycosides",13,1,0.1,"ATLAS"
